07/10/20,Kerala,12491,9604,80,,103018352,86647837,1605599,,,,
07/10/20,Kerala,140307,120267,2518,,103158659,86768104,1608117,,,,
07/10/20,Kerala,2148,1895,0,,103160807,86769999,1608117,,,,
07/10/20,Kerala,6715,5450,12,,103167522,86775449,1608129,,,,
07/10/20,Kerala,240998,213672,1011,,103408520,86989121,1609140,,,,
07/10/20,Kerala,120868,105585,3712,,103529388,87094706,1612852,,,,
07/10/20,Kerala,30161,24930,551,,103559549,87119636,1613403,,,,
07/10/20,Kerala,150467,127526,1590,,103710016,87247162,1614993,,,,
07/10/20,Kerala,3234,2534,51,,103713250,87249696,1615044,,,,
07/10/20,Kerala,204748,177008,1189,,103917998,87426704,1616233,,,,
07/10/20,Kerala,635855,580736,9984,,104553853,88007440,1626217,,,,
07/10/20,Kerala,27542,22654,298,,104581395,88030094,1626515,,,,
07/10/20,Kerala,6832993,5824468,105554,,111414388,93854562,1732069,,,,
07/10/20,Kerala,424326,374972,6200,,111838714,94229534,1738269,,,,
07/10/20,Kerala,52959,43631,688,,111891673,94273165,1738957,,,,
08/10/20,Kerala,280504,246767,5376,,112172177,94519932,1744333,,,,
08/10/20,Kerala,3952,3707,55,,112176129,94523639,1744388,,,,
08/10/20,Kerala,739719,684930,6128,,112915848,95208569,1750516,,,,
08/10/20,Kerala,11479,8679,22,,112927327,95217248,1750538,,,,
08/10/20,Kerala,191397,159833,794,,113118724,95377081,1751332,,,,
08/10/20,Kerala,192671,180357,929,,113311395,95557438,1752261,,,,
08/10/20,Kerala,12922,11344,186,,113324317,95568782,1752447,,,,
08/10/20,Kerala,134612,106027,1158,,113458929,95674809,1753605,,,,
08/10/20,Kerala,300833,272948,5653,,113759762,95947757,1759258,,,,
08/10/20,Kerala,3132,3000,2,,113762894,95950757,1759260,,,,
08/10/20,Kerala,37102,31902,484,,113799996,95982659,1759744,,,,
08/10/20,Kerala,147951,128023,3541,,113947947,96110682,1763285,,,,
08/10/20,Kerala,16778,13583,233,,113964725,96124265,1763518,,,,
08/10/20,Kerala,138682,126267,1548,,114103407,96250532,1765066,,,,
08/10/20,Kerala,90486,80439,775,,114193893,96330971,1765841,,,,
08/10/20,Kerala,81793,69020,1291,,114275686,96399991,1767132,,,,
08/10/20,Kerala,679356,552519,9675,,114955042,96952510,1776807,,,,
08/10/20,Kerala,258851,167256,931,,115213893,97119766,1777738,,,,
08/10/20,Kerala,4902,3550,63,,115218795,97123316,1777801,,,,
08/10/20,Kerala,1493884,1212016,39430,,116712679,98335332,1817231,,,,
08/10/20,Kerala,7261,4832,60,,116719940,98340164,1817291,,,,
08/10/20,Kerala,12681,9719,83,,116732621,98349883,1817374,,,,
08/10/20,Kerala,142022,122687,2547,,116874643,98472570,1819921,,,,
08/10/20,Kerala,2150,1926,0,,116876793,98474496,1819921,,,,
08/10/20,Kerala,6736,5516,12,,116883529,98480012,1819933,,,,
08/10/20,Kerala,244142,216984,1027,,117127671,98696996,1820960,,,,
08/10/20,Kerala,121716,107200,3741,,117249387,98804196,1824701,,,,
08/10/20,Kerala,30539,25256,556,,117279926,98829452,1825257,,,,
08/10/20,Kerala,152605,129618,1605,,117432531,98959070,1826862,,,,
08/10/20,Kerala,3246,2569,52,,117435777,98961639,1826914,,,,
08/10/20,Kerala,206644,179075,1201,,117642421,99140714,1828115,,,,
08/10/20,Kerala,640943,586454,10052,,118283364,99727168,1838167,,,,
08/10/20,Kerala,27756,23043,301,,118311120,99750211,1838468,,,,
08/10/20,Kerala,6903791,5903213,106521,,125214911,105653424,1944989,,,,
08/10/20,Kerala,427459,378662,6245,,125642370,106032086,1951234,,,,
08/10/20,Kerala,53359,44535,702,,125695729,106076621,1951936,,,,
09/10/20,Kerala,284030,249737,5439,,125979759,106326358,1957375,,,,
09/10/20,Kerala,3976,3724,55,,125983735,106330082,1957430,,,,
09/10/20,Kerala,744864,691040,6159,,126728599,107021122,1963589,,,,
09/10/20,Kerala,11760,8877,23,,126740359,107029999,1963612,,,,
09/10/20,Kerala,192416,161901,802,,126932775,107191900,1964414,,,,
09/10/20,Kerala,193826,181781,934,,127126601,107373681,1965348,,,,
09/10/20,Kerala,12985,11505,188,,127139586,107385186,1965536,,,,
09/10/20,Kerala,137570,108935,1196,,127277156,107494121,1966732,,,,
09/10/20,Kerala,303693,276046,5692,,127580849,107770167,1972424,,,,
09/10/20,Kerala,3140,3012,2,,127583989,107773179,1972426,,,,
09/10/20,Kerala,37591,32317,491,,127621580,107805496,1972917,,,,
09/10/20,Kerala,149194,129541,3550,,127770774,107935037,1976467,,,,
09/10/20,Kerala,16977,13861,240,,127787751,107948898,1976707,,,,
09/10/20,Kerala,139932,127540,1562,,127927683,108076438,1978269,,,,
09/10/20,Kerala,91254,81654,781,,128018937,108158092,1979050,,,,
09/10/20,Kerala,82429,69979,1306,,128101366,108228071,1980356,,,,
09/10/20,Kerala,690269,561610,9789,,128791635,108789681,1990145,,,,
09/10/20,Kerala,268101,175304,956,,129059736,108964985,1991101,,,,
09/10/20,Kerala,4987,3886,63,,129064723,108968871,1991164,,,,
09/10/20,Kerala,1506018,1229339,39732,,130570741,110198210,2030896,,,,
09/10/20,Kerala,7388,4903,61,,130578129,110203113,2030957,,,,
09/10/20,Kerala,12812,9866,86,,130590941,110212979,2031043,,,,
09/10/20,Kerala,143629,124887,2574,,130734570,110337866,2033617,,,,
09/10/20,Kerala,2157,1974,0,,130736727,110339840,2033617,,,,
09/10/20,Kerala,6888,5608,12,,130743615,110345448,2033629,,,,
09/10/20,Kerala,246839,220388,1044,,130990454,110565836,2034673,,,,
09/10/20,Kerala,122459,108533,3773,,131112913,110674369,2038446,,,,
09/10/20,Kerala,30904,25543,558,,131143817,110699912,2039004,,,,
09/10/20,Kerala,154785,131766,1621,,131298602,110831678,2040625,,,,
09/10/20,Kerala,3279,2640,54,,131301881,110834318,2040679,,,,
09/10/20,Kerala,208535,180953,1208,,131510416,111015271,2041887,,,,
09/10/20,Kerala,646128,591811,10120,,132156544,111607082,2052007,,,,
09/10/20,Kerala,27979,23451,308,,132184523,111630533,2052315,,,,
09/10/20,Kerala,6977096,5985841,107450,,139161619,117616374,2159765,,,,
09/10/20,Kerala,430666,383086,6293,,139592285,117999460,2166058,,,,
09/10/20,Kerala,54063,45774,716,,139646348,118045234,2166774,,,,
10/10/20,Kerala,287603,252806,5501,,139933951,118298040,2172275,,,,
10/10/20,Kerala,3992,3744,55,,139937943,118301784,2172330,,,,
10/10/20,Kerala,750517,697699,6194,,140688460,118999483,2178524,,,,
10/10/20,Kerala,11998,9035,23,,140700458,119008518,2178547,,,,
10/10/20,Kerala,193387,163352,811,,140893845,119171870,2179358,,,,
10/10/20,Kerala,194966,183007,944,,141088811,119354877,2180302,,,,
10/10/20,Kerala,13081,11662,190,,141101892,119366539,2180492,,,,
10/10/20,Kerala,140258,111654,1235,,141242150,119478193,2181727,,,,
10/10/20,Kerala,306559,278812,5740,,141548709,119757005,2187467,,,,
10/10/20,Kerala,3152,3025,2,,141551861,119760030,2187469,,,,
10/10/20,Kerala,37934,32777,499,,141589795,119792807,2187968,,,,
10/10/20,Kerala,150415,130997,3560,,141740210,119923804,2191528,,,,
10/10/20,Kerala,17244,14261,243,,141757454,119938065,2191771,,,,
10/10/20,Kerala,141090,128841,1572,,141898544,120066906,2193343,,,,
10/10/20,Kerala,91951,82805,784,,141990495,120149711,2194127,,,,
10/10/20,Kerala,83064,70955,1313,,142073559,120220666,2195440,,,,
